PROVINSI,date,tempat_rekreasi,pusat_perbelanjaan_dan_apotek,taman,stasiun_transit,perkantoran,perumahan
PROVINSI JAMBI,2021-03-23,-13,11,-17,-35,-21,-1
PROVINSI JAMBI,2021-03-24,-16,7,-23,-35,-21,0
PROVINSI JAMBI,2021-03-25,-10,17,-14,-35,-21,-1
PROVINSI JAMBI,2021-03-26,-11,17,-15,-27,-18,-1
PROVINSI JAMBI,2021-03-27,-14,11,-20,-34,-20,1
PROVINSI JAMBI,2021-03-28,-14,14,-7,-31,-15,1
PROVINSI JAMBI,2021-03-29,-15,13,-19,-32,-22,-1
PROVINSI JAMBI,2021-03-30,-19,3,-27,-33,-22,-1
PROVINSI JAMBI,2021-03-31,-8,17,-19,-27,-21,-2
PROVINSI JAMBI,2021-04-01,-4,27,-9,-21,-20,-3
PROVINSI JAMBI,2021-04-02,-8,20,-6,-24,-55,5
PROVINSI JAMBI,2021-04-03,-10,17,-10,-33,-24,0
PROVINSI JAMBI,2021-04-04,-10,20,1,-18,-14,-2
PROVINSI JAMBI,2021-04-05,-11,22,-11,-27,-21,-2
PROVINSI JAMBI,2021-04-06,-6,20,-9,-24,-21,-3
PROVINSI JAMBI,2021-04-07,-5,22,-9,-23,-22,-2
PROVINSI JAMBI,2021-04-08,-5,23,-7,-26,-23,-2
PROVINSI JAMBI,2021-04-09,-6,22,-12,-17,-19,-2
PROVINSI JAMBI,2021-04-10,-8,19,-13,-18,-22,0
PROVINSI JAMBI,2021-04-11,-6,23,-1,-17,-14,-2
PROVINSI JAMBI,2021-04-12,-2,40,-3,-23,-29,-1
PROVINSI JAMBI,2021-04-13,-29,7,-26,-41,-39,7
PROVINSI JAMBI,2021-04-14,-20,15,-23,-35,-32,5
PROVINSI JAMBI,2021-04-15,-21,9,-26,-38,-25,4
PROVINSI JAMBI,2021-04-16,-23,8,-28,-34,-21,4
PROVINSI JAMBI,2021-04-17,-27,0,-34,-39,-28,10
PROVINSI JAMBI,2021-04-18,-19,13,-24,-34,-13,6
PROVINSI JAMBI,2021-04-19,-17,17,-19,-27,-21,3
PROVINSI JAMBI,2021-04-20,-18,12,-21,-28,-27,6
PROVINSI JAMBI,2021-04-21,-13,17,-19,-28,-22,2
PROVINSI JAMBI,2021-04-22,-15,14,-21,-33,-24,4
PROVINSI JAMBI,2021-04-23,-13,19,-20,-28,-19,3
PROVINSI JAMBI,2021-04-24,-13,16,-21,-28,-21,5
PROVINSI JAMBI,2021-04-25,-13,17,-19,-27,-11,5
PROVINSI JAMBI,2021-04-26,-14,16,-16,-35,-22,4
PROVINSI JAMBI,2021-04-27,-10,19,-14,-31,-22,3
PROVINSI JAMBI,2021-04-28,-9,20,-15,-27,-23,4
PROVINSI JAMBI,2021-04-29,-6,26,-16,-23,-22,4
PROVINSI JAMBI,2021-04-30,-7,28,-13,-15,-23,4
PROVINSI JAMBI,2021-05-01,-4,30,-14,-17,-40,7
PROVINSI JAMBI,2021-05-02,-2,33,-11,-14,-11,4
PROVINSI JAMBI,2021-05-03,0,40,-1,-16,-24,2
PROVINSI JAMBI,2021-05-04,1,40,-3,-9,-27,2
PROVINSI JAMBI,2021-05-05,5,44,-3,-13,-27,1
PROVINSI JAMBI,2021-05-06,2,42,-7,-48,-28,4
PROVINSI JAMBI,2021-05-07,-1,39,-3,-44,-25,4
PROVINSI JAMBI,2021-05-08,-2,39,-11,-49,-26,5
PROVINSI JAMBI,2021-05-09,2,43,-4,-49,-11,4
PROVINSI JAMBI,2021-05-10,7,55,9,-41,-33,3
PROVINSI JAMBI,2021-05-11,10,68,17,-41,-38,3
PROVINSI JAMBI,2021-05-12,9,76,22,-40,-63,7
PROVINSI JAMBI,2021-05-13,-31,-19,-18,-68,-75,2
PROVINSI JAMBI,2021-05-14,-9,10,12,-62,-74,3
PROVINSI JAMBI,2021-05-15,-2,26,8,-55,-59,1
PROVINSI JAMBI,2021-05-16,1,34,13,-52,-30,-2
PROVINSI JAMBI,2021-05-17,4,38,15,-48,-32,0
PROVINSI JAMBI,2021-05-18,3,37,15,-9,-31,0
PROVINSI JAMBI,2021-05-19,3,35,12,-16,-28,1
PROVINSI JAMBI,2021-05-20,-1,36,3,-20,-27,3
PROVINSI JAMBI,2021-05-21,-5,30,-4,-20,-22,4
PROVINSI JAMBI,2021-05-22,-7,24,-8,-20,-25,6
PROVINSI JAMBI,2021-05-23,-3,33,8,-18,-9,3
PROVINSI JAMBI,2021-05-24,-2,34,-3,-17,-21,3
PROVINSI JAMBI,2021-05-25,0,36,2,-11,-21,2
PROVINSI JAMBI,2021-05-26,1,31,6,-8,-56,10
PROVINSI JAMBI,2021-05-27,0,32,-5,-21,-24,4
PROVINSI JAMBI,2021-05-28,-2,32,-6,-13,-15,3
PROVINSI JAMBI,2021-05-29,-10,20,-19,-17,-14,5
PROVINSI JAMBI,2021-05-30,1,36,7,-17,-4,2
PROVINSI JAMBI,2021-05-31,2,36,0,-21,-18,1
PROVINSI JAMBI,2021-06-01,6,38,12,-5,-56,9
PROVINSI JAMBI,2021-06-02,6,40,0,-14,-16,0
PROVINSI JAMBI,2021-06-03,7,43,2,-16,-16,1
PROVINSI JAMBI,2021-06-04,4,41,-1,-14,-12,2
PROVINSI JAMBI,2021-06-05,2,37,-2,-12,-14,3
PROVINSI JAMBI,2021-06-06,2,38,6,-11,-6,2
PROVINSI JAMBI,2021-06-07,4,42,3,-17,-16,1
PROVINSI JAMBI,2021-06-08,7,42,2,-18,-15,0
PROVINSI JAMBI,2021-06-09,6,41,-2,-15,-15,0
PROVINSI JAMBI,2021-06-10,6,42,1,-16,-14,1
PROVINSI JAMBI,2021-06-11,4,41,2,-9,-11,1
PROVINSI JAMBI,2021-06-12,2,34,-5,-14,-12,2
PROVINSI JAMBI,2021-06-13,0,35,2,-19,-4,3
PROVINSI JAMBI,2021-06-14,0,34,-4,-19,-15,1
PROVINSI JAMBI,2021-06-15,1,32,-1,-15,-15,2
PROVINSI JAMBI,2021-06-16,4,36,-2,-15,-15,1
PROVINSI JAMBI,2021-06-17,-2,26,-10,-19,-15,2
PROVINSI JAMBI,2021-06-18,2,39,-1,-12,-12,1
PROVINSI JAMBI,2021-06-19,-1,34,-9,-12,-13,2
PROVINSI JAMBI,2021-06-20,-3,33,-6,-11,-7,2
PROVINSI JAMBI,2021-06-21,0,36,-6,-19,-19,1
PROVINSI JAMBI,2021-06-22,0,33,-4,-17,-18,1
PROVINSI JAMBI,2021-06-23,1,31,-7,-19,-18,1
PROVINSI JAMBI,2021-06-24,1,32,-8,-26,-18,2
PROVINSI JAMBI,2021-06-25,1,38,-5,-18,-15,1
PROVINSI JAMBI,2021-06-26,-3,28,-19,-21,-13,2
PROVINSI JAMBI,2021-06-27,-2,33,-6,-16,-4,2
PROVINSI JAMBI,2021-06-28,1,36,-4,-19,-22,2
PROVINSI JAMBI,2021-06-29,-6,22,-13,-20,-22,3
PROVINSI JAMBI,2021-06-30,2,34,-8,-21,-22,1
PROVINSI JAMBI,2021-07-01,7,42,-4,-29,-20,2
PROVINSI JAMBI,2021-07-02,4,43,-6,-16,-16,2
PROVINSI JAMBI,2021-07-03,1,38,-14,-26,-17,4
PROVINSI JAMBI,2021-07-04,-1,37,-4,-24,-5,3
PROVINSI JAMBI,2021-07-05,3,42,-4,-36,-21,2
PROVINSI JAMBI,2021-07-06,2,38,-4,-35,-20,2
PROVINSI JAMBI,2021-07-07,4,40,-4,-35,-21,3
PROVINSI JAMBI,2021-07-08,4,40,-3,-27,-21,3
PROVINSI JAMBI,2021-07-09,1,40,-8,-33,-18,4
PROVINSI JAMBI,2021-07-10,-10,27,-26,-39,-18,6
PROVINSI JAMBI,2021-07-11,-4,37,-12,-36,-6,4
PROVINSI JAMBI,2021-07-12,-8,28,-14,-39,-21,4
PROVINSI JAMBI,2021-07-13,-5,30,-15,-38,-22,4
PROVINSI JAMBI,2021-07-14,1,38,-10,-36,-20,3
PROVINSI JAMBI,2021-07-15,1,38,-6,-34,-19,3
PROVINSI JAMBI,2021-07-16,-3,37,-10,-32,-15,3
PROVINSI JAMBI,2021-07-17,-5,35,-18,-32,-14,4
PROVINSI JAMBI,2021-07-18,-7,36,-12,-31,-4,5
PROVINSI JAMBI,2021-07-19,0,54,1,-32,-27,4
PROVINSI JAMBI,2021-07-20,-23,-1,0,-58,-70,10
PROVINSI JAMBI,2021-07-21,-7,32,-6,-42,-26,3
PROVINSI JAMBI,2021-07-22,-3,35,-5,-39,-21,3
PROVINSI JAMBI,2021-07-23,-9,31,-15,-36,-18,4
PROVINSI JAMBI,2021-07-24,-9,28,-21,-36,-17,5
PROVINSI JAMBI,2021-07-25,-10,31,-11,-36,-7,4
PROVINSI JAMBI,2021-07-26,-5,36,-11,-38,-22,3
PROVINSI JAMBI,2021-07-27,-5,33,-10,-35,-22,4
PROVINSI JAMBI,2021-07-28,-4,33,-14,-37,-23,4
PROVINSI JAMBI,2021-07-29,-4,34,-13,-39,-23,6
PROVINSI JAMBI,2021-07-30,-7,33,-14,-38,-20,6
PROVINSI JAMBI,2021-07-31,-9,30,-22,-37,-18,5
PROVINSI JAMBI,2021-08-01,-10,34,-17,-37,-9,6
PROVINSI JAMBI,2021-08-02,-4,39,-11,-40,-24,5
PROVINSI JAMBI,2021-08-03,-3,37,-10,-35,-23,4
PROVINSI JAMBI,2021-08-04,-7,30,-19,-41,-24,6
PROVINSI JAMBI,2021-08-05,-1,39,-10,-36,-23,5
PROVINSI JAMBI,2021-08-06,-4,39,-10,-34,-21,5
PROVINSI JAMBI,2021-08-07,-6,32,-19,-34,-19,6
PROVINSI JAMBI,2021-08-08,-8,33,-13,-36,-10,5
PROVINSI JAMBI,2021-08-09,-8,32,-12,-41,-26,6
PROVINSI JAMBI,2021-08-10,-3,35,-9,-36,-25,5
PROVINSI JAMBI,2021-08-11,-2,34,-7,-29,-55,11
PROVINSI JAMBI,2021-08-12,0,38,-8,-39,-20,3
PROVINSI JAMBI,2021-08-13,-6,33,-12,-35,-18,5
PROVINSI JAMBI,2021-08-14,-10,26,-22,-35,-16,6
PROVINSI JAMBI,2021-08-15,-14,20,-18,-39,-8,6
PROVINSI JAMBI,2021-08-16,-3,35,-8,-39,-22,4
PROVINSI JAMBI,2021-08-17,-7,23,7,-39,-58,12
PROVINSI JAMBI,2021-08-18,-7,24,-15,-43,-19,5
PROVINSI JAMBI,2021-08-19,-1,35,-9,-39,-18,4
PROVINSI JAMBI,2021-08-20,-9,25,-18,-38,-18,7
PROVINSI JAMBI,2021-08-21,-6,29,-19,-33,-13,5
PROVINSI JAMBI,2021-08-22,-8,31,-12,-32,-2,5
PROVINSI JAMBI,2021-08-23,-21,14,-22,-47,-26,9
PROVINSI JAMBI,2021-08-24,-16,19,-19,-43,-24,7
PROVINSI JAMBI,2021-08-25,-13,21,-23,-38,-25,7
PROVINSI JAMBI,2021-08-26,-12,26,-16,-39,-24,6
PROVINSI JAMBI,2021-08-27,-15,24,-19,-37,-21,7
PROVINSI JAMBI,2021-08-28,-18,21,-27,-27,-19,7
PROVINSI JAMBI,2021-08-29,-20,20,-23,-35,-9,8
PROVINSI JAMBI,2021-08-30,-8,22,-20,-42,-18,5
PROVINSI JAMBI,2021-08-31,-5,23,-17,-37,-17,4
PROVINSI JAMBI,2021-09-01,-1,32,-17,-36,-18,4
PROVINSI JAMBI,2021-09-02,4,38,-11,-34,-16,3
PROVINSI JAMBI,2021-09-03,3,39,-8,-27,-12,3
PROVINSI JAMBI,2021-09-04,0,34,-13,-27,-12,3
PROVINSI JAMBI,2021-09-05,-1,34,-8,-27,-5,4
PROVINSI JAMBI,2021-09-06,0,34,-9,-32,-17,2
PROVINSI JAMBI,2021-09-07,-1,31,-10,-28,-15,2
PROVINSI JAMBI,2021-09-08,4,35,-7,-27,-16,2
PROVINSI JAMBI,2021-09-09,7,39,-1,-27,-14,1
PROVINSI JAMBI,2021-09-10,5,39,-5,-20,-11,2
PROVINSI JAMBI,2021-09-11,3,35,-6,-21,-10,2
PROVINSI JAMBI,2021-09-12,1,36,0,-27,-5,1
PROVINSI JAMBI,2021-09-13,-6,25,-14,-36,-18,4
PROVINSI JAMBI,2021-09-14,6,38,1,-21,-16,1
PROVINSI JAMBI,2021-09-15,7,37,-3,-22,-16,1
PROVINSI JAMBI,2021-09-16,6,37,-1,-26,-16,2
PROVINSI JAMBI,2021-09-17,2,37,-1,-19,-13,2
PROVINSI JAMBI,2021-09-18,-5,25,-17,-21,-11,4
PROVINSI JAMBI,2021-09-19,3,41,4,-17,-5,1
PROVINSI JAMBI,2021-09-20,4,39,-1,-24,-15,1
PROVINSI JAMBI,2021-09-21,4,35,-4,-23,-14,1
PROVINSI JAMBI,2021-09-22,6,34,-5,-23,-12,1
PROVINSI JAMBI,2021-09-23,3,31,-7,-29,-14,3
PROVINSI JAMBI,2021-09-24,4,36,-5,-24,-9,1
PROVINSI JAMBI,2021-09-25,4,35,-4,-18,-8,1
PROVINSI JAMBI,2021-09-26,-4,27,-11,-24,-4,4
PROVINSI JAMBI,2021-09-27,1,33,-6,-26,-12,2
PROVINSI JAMBI,2021-09-28,5,35,-2,-27,-12,1
PROVINSI JAMBI,2021-09-29,4,33,-9,-24,-12,1
PROVINSI JAMBI,2021-09-30,3,31,-13,-26,-11,2
PROVINSI JAMBI,2021-10-01,9,45,-1,-20,-8,1
PROVINSI JAMBI,2021-10-02,11,44,1,-17,-8,1
PROVINSI JAMBI,2021-10-03,10,46,8,-19,-3,1
PROVINSI JAMBI,2021-10-04,10,46,2,-22,-11,-1
PROVINSI JAMBI,2021-10-05,8,40,-1,-19,-11,-1
PROVINSI JAMBI,2021-10-06,14,43,2,-14,-10,-1
PROVINSI JAMBI,2021-10-07,12,43,2,-15,-10,0
PROVINSI JAMBI,2021-10-08,9,42,0,-17,-6,0
PROVINSI JAMBI,2021-10-09,11,43,5,-8,-8,1
PROVINSI JAMBI,2021-10-10,10,45,11,-16,-5,1
PROVINSI JAMBI,2021-10-11,8,41,4,-17,-10,0
PROVINSI JAMBI,2021-10-12,9,40,4,-18,-8,-1
PROVINSI JAMBI,2021-10-13,8,33,-4,-16,-12,1
PROVINSI JAMBI,2021-10-14,10,39,1,-16,-7,-1
PROVINSI JAMBI,2021-10-15,7,40,-2,-8,-5,0
PROVINSI JAMBI,2021-10-16,7,39,2,-8,-8,1
PROVINSI JAMBI,2021-10-17,4,37,5,-9,-5,2
PROVINSI JAMBI,2021-10-18,6,39,-2,-18,-10,0
PROVINSI JAMBI,2021-10-19,9,40,5,-17,-11,-1
PROVINSI JAMBI,2021-10-20,5,31,0,-7,-53,9
PROVINSI JAMBI,2021-10-21,8,39,-4,-15,-8,-1
PROVINSI JAMBI,2021-10-22,7,40,-4,-10,-5,-1
PROVINSI JAMBI,2021-10-23,6,36,1,-7,-7,1
PROVINSI JAMBI,2021-10-24,1,34,-1,-11,-3,3
PROVINSI JAMBI,2021-10-25,5,38,-4,-15,-9,0
PROVINSI JAMBI,2021-10-26,9,40,-1,-9,-8,-1
PROVINSI JAMBI,2021-10-27,12,41,-2,-9,-7,-1
PROVINSI JAMBI,2021-10-28,7,35,-7,-15,-7,0
PROVINSI JAMBI,2021-10-29,10,45,-2,-7,-3,0
PROVINSI JAMBI,2021-10-30,6,35,-7,-7,-4,2
PROVINSI JAMBI,2021-10-31,2,32,-1,-16,0,2
PROVINSI JAMBI,2021-11-01,10,47,-4,-15,-7,-1
PROVINSI JAMBI,2021-11-02,9,40,-6,-11,-6,0
PROVINSI JAMBI,2021-11-03,16,48,1,-11,-5,-1
PROVINSI JAMBI,2021-11-04,14,44,1,-11,-5,-1
PROVINSI JAMBI,2021-11-05,9,42,-5,-9,-4,0
PROVINSI JAMBI,2021-11-06,8,39,-1,-4,-7,1
PROVINSI JAMBI,2021-11-07,8,41,7,-6,-6,1
PROVINSI JAMBI,2021-11-08,10,43,2,-6,-8,-1
PROVINSI JAMBI,2021-11-09,9,38,2,-9,-6,-1
PROVINSI JAMBI,2021-11-10,3,27,-13,-16,-11,4
PROVINSI JAMBI,2021-11-11,15,46,2,-7,-5,-1
PROVINSI JAMBI,2021-11-12,12,44,2,-5,-2,0
PROVINSI JAMBI,2021-11-13,9,37,3,-4,-7,3
PROVINSI JAMBI,2021-11-14,7,38,5,-9,-5,2
PROVINSI JAMBI,2021-11-15,10,42,1,-10,-5,0
PROVINSI JAMBI,2021-11-16,12,40,0,-4,-3,-1
PROVINSI JAMBI,2021-11-17,9,32,-7,-3,-4,0
PROVINSI JAMBI,2021-11-18,13,39,-4,-5,-4,0
PROVINSI JAMBI,2021-11-19,11,39,-7,2,-1,0
PROVINSI JAMBI,2021-11-20,11,40,2,-2,-5,1
PROVINSI JAMBI,2021-11-21,4,32,-6,-14,-5,2
PROVINSI JAMBI,2021-11-22,11,41,-5,-7,-5,0
PROVINSI JAMBI,2021-11-23,7,35,-7,-7,-5,0
PROVINSI JAMBI,2021-11-24,13,42,-6,-2,-4,-1
PROVINSI JAMBI,2021-11-25,13,42,-3,-7,-3,-1
PROVINSI JAMBI,2021-11-26,11,43,-3,4,-4,0
PROVINSI JAMBI,2021-11-27,12,40,1,4,-4,1
PROVINSI JAMBI,2021-11-28,8,38,4,-5,-3,1
PROVINSI JAMBI,2021-11-29,10,43,-3,-5,-4,-1
PROVINSI JAMBI,2021-11-30,12,42,-3,-4,-3,-1
PROVINSI JAMBI,2021-12-01,17,49,-3,2,-3,-2
PROVINSI JAMBI,2021-12-02,18,51,2,3,-4,-1
PROVINSI JAMBI,2021-12-03,16,52,0,5,0,-1
PROVINSI JAMBI,2021-12-04,12,43,-2,0,-5,1
PROVINSI JAMBI,2021-12-05,13,47,7,-2,-6,1
PROVINSI JAMBI,2021-12-06,13,47,1,-2,-3,-1
PROVINSI JAMBI,2021-12-07,12,42,-6,-6,0,0
PROVINSI JAMBI,2021-12-08,17,45,-5,0,2,-1
PROVINSI JAMBI,2021-12-09,13,42,-6,-6,2,0
PROVINSI JAMBI,2021-12-10,12,43,-8,0,3,0
PROVINSI JAMBI,2021-12-11,10,39,-3,-1,1,1
PROVINSI JAMBI,2021-12-12,13,46,3,-6,1,1
PROVINSI JAMBI,2021-12-13,12,43,-6,0,1,-1
PROVINSI JAMBI,2021-12-14,12,39,-6,-7,1,-1
PROVINSI JAMBI,2021-12-15,16,41,-7,-1,-1,0
PROVINSI JAMBI,2021-12-16,16,39,-4,-1,-1,0
PROVINSI JAMBI,2021-12-17,12,42,-8,2,1,0
PROVINSI JAMBI,2021-12-18,14,43,4,4,-1,0
PROVINSI JAMBI,2021-12-19,14,42,7,-2,0,0
PROVINSI JAMBI,2021-12-20,16,47,1,-4,-4,-1
PROVINSI JAMBI,2021-12-21,19,46,5,-3,-4,-1
PROVINSI JAMBI,2021-12-22,19,44,1,3,-5,-1
PROVINSI JAMBI,2021-12-23,19,47,3,-2,-6,0
PROVINSI JAMBI,2021-12-24,14,45,-2,1,-13,1
PROVINSI JAMBI,2021-12-25,8,31,0,-12,-35,5
PROVINSI JAMBI,2021-12-26,12,42,20,-13,-1,0
PROVINSI JAMBI,2021-12-27,10,39,-1,-14,-17,2
PROVINSI JAMBI,2021-12-28,17,46,10,-12,-15,1
PROVINSI JAMBI,2021-12-29,19,45,10,-9,-15,1
PROVINSI JAMBI,2021-12-30,20,49,13,-11,-16,1
PROVINSI JAMBI,2021-12-31,24,64,7,-9,-15,-2
PROVINSI JAWA BARAT,2020-02-15,-6,-5,-11,3,5,1
PROVINSI JAWA BARAT,2020-02-16,-6,-5,-9,0,1,2
PROVINSI JAWA BARAT,2020-02-17,-4,-3,-6,3,2,1
PROVINSI JAWA BARAT,2020-02-18,-5,-3,-7,1,3,1
PROVINSI JAWA BARAT,2020-02-19,-1,-1,-1,3,2,0
PROVINSI JAWA BARAT,2020-02-20,-1,2,-2,6,2,1
PROVINSI JAWA BARAT,2020-02-21,1,1,1,2,5,0
PROVINSI JAWA BARAT,2020-02-22,0,0,-5,-1,5,0
PROVINSI JAWA BARAT,2020-02-23,-4,-3,-8,-6,4,2
PROVINSI JAWA BARAT,2020-02-24,-6,-5,-6,-1,2,2
PROVINSI JAWA BARAT,2020-02-25,-3,2,-4,-6,-7,3
PROVINSI JAWA BARAT,2020-02-26,-1,1,-3,2,2,0
PROVINSI JAWA BARAT,2020-02-27,2,7,0,5,4,0
PROVINSI JAWA BARAT,2020-02-28,0,4,-4,3,5,1
PROVINSI JAWA BARAT,2020-02-29,5,10,-4,8,7,-1
PROVINSI JAWA BARAT,2020-03-01,4,9,-6,7,4,0
PROVINSI JAWA BARAT,2020-03-02,9,18,6,8,4,-1
PROVINSI JAWA BARAT,2020-03-03,5,12,0,3,5,0
PROVINSI JAWA BARAT,2020-03-04,-1,3,-3,4,4,1
PROVINSI JAWA BARAT,2020-03-05,7,14,4,9,4,0
PROVINSI JAWA BARAT,2020-03-06,4,5,2,4,6,1
PROVINSI JAWA BARAT,2020-03-07,8,12,5,6,6,-1
PROVINSI JAWA BARAT,2020-03-08,1,5,-2,2,4,1
PROVINSI JAWA BARAT,2020-03-09,4,7,4,5,4,1
PROVINSI JAWA BARAT,2020-03-10,3,6,2,4,4,1
PROVINSI JAWA BARAT,2020-03-11,6,8,6,6,3,1
PROVINSI JAWA BARAT,2020-03-12,3,5,3,6,3,1
PROVINSI JAWA BARAT,2020-03-13,6,6,5,3,5,1
PROVINSI JAWA BARAT,2020-03-14,-7,-1,-8,-5,6,2
PROVINSI JAWA BARAT,2020-03-15,-10,2,-12,-10,4,4
PROVINSI JAWA BARAT,2020-03-16,-11,-2,-9,-11,-12,6
PROVINSI JAWA BARAT,2020-03-17,-9,2,-10,-16,-17,7
PROVINSI JAWA BARAT,2020-03-18,-10,1,-9,-20,-19,9
PROVINSI JAWA BARAT,2020-03-19,-18,-7,-17,-26,-21,10
PROVINSI JAWA BARAT,2020-03-20,-23,-9,-21,-34,-22,13
PROVINSI JAWA BARAT,2020-03-21,-25,-5,-27,-37,-10,9
PROVINSI JAWA BARAT,2020-03-22,-36,-16,-39,-44,-7,11
PROVINSI JAWA BARAT,2020-03-23,-27,-13,-22,-41,-29,14
PROVINSI JAWA BARAT,2020-03-24,-31,-13,-26,-43,-33,15
PROVINSI JAWA BARAT,2020-03-25,-34,-15,-26,-50,-60,23
PROVINSI JAWA BARAT,2020-03-26,-32,-13,-27,-45,-34,16
PROVINSI JAWA BARAT,2020-03-27,-33,-12,-27,-50,-34,18
PROVINSI JAWA BARAT,2020-03-28,-42,-18,-42,-52,-22,15
PROVINSI JAWA BARAT,2020-03-29,-50,-30,-51,-55,-16,16
PROVINSI JAWA BARAT,2020-03-30,-37,-20,-32,-50,-36,17
PROVINSI JAWA BARAT,2020-03-31,-34,-13,-28,-49,-37,17
PROVINSI JAWA BARAT,2020-04-01,-28,-5,-22,-47,-37,16
PROVINSI JAWA BARAT,2020-04-02,-30,-9,-24,-49,-37,17
PROVINSI JAWA BARAT,2020-04-03,-33,-16,-28,-54,-36,18
PROVINSI JAWA BARAT,2020-04-04,-43,-24,-45,-58,-26,16
PROVINSI JAWA BARAT,2020-04-05,-46,-25,-47,-58,-17,15
PROVINSI JAWA BARAT,2020-04-06,-34,-20,-29,-53,-37,17
PROVINSI JAWA BARAT,2020-04-07,-32,-15,-28,-50,-37,17
PROVINSI JAWA BARAT,2020-04-08,-31,-15,-26,-49,-37,17
PROVINSI JAWA BARAT,2020-04-09,-30,-11,-25,-46,-37,17
PROVINSI JAWA BARAT,2020-04-10,-41,-25,-32,-64,-62,27
PROVINSI JAWA BARAT,2020-04-11,-43,-23,-42,-60,-31,18
PROVINSI JAWA BARAT,2020-04-12,-48,-28,-47,-61,-17,16
PROVINSI JAWA BARAT,2020-04-13,-33,-18,-27,-54,-37,19
PROVINSI JAWA BARAT,2020-04-14,-33,-18,-28,-53,-38,18
PROVINSI JAWA BARAT,2020-04-15,-35,-20,-26,-55,-39,19
PROVINSI JAWA BARAT,2020-04-16,-33,-17,-24,-54,-39,19
PROVINSI JAWA BARAT,2020-04-17,-38,-25,-31,-60,-39,21
PROVINSI JAWA BARAT,2020-04-18,-45,-26,-44,-60,-25,16
PROVINSI JAWA BARAT,2020-04-19,-47,-27,-47,-61,-14,15
PROVINSI JAWA BARAT,2020-04-20,-33,-18,-27,-55,-37,18
PROVINSI JAWA BARAT,2020-04-21,-35,-19,-31,-54,-40,18
PROVINSI JAWA BARAT,2020-04-22,-34,-15,-26,-50,-40,18
PROVINSI JAWA BARAT,2020-04-23,-30,-5,-24,-45,-41,17
PROVINSI JAWA BARAT,2020-04-24,-50,-29,-44,-66,-48,26
PROVINSI JAWA BARAT,2020-04-25,-52,-29,-52,-66,-32,21
PROVINSI JAWA BARAT,2020-04-26,-56,-37,-59,-68,-20,20
PROVINSI JAWA BARAT,2020-04-27,-44,-30,-40,-61,-40,22
PROVINSI JAWA BARAT,2020-04-28,-45,-29,-41,-60,-41,21
PROVINSI JAWA BARAT,2020-04-29,-39,-20,-34,-57,-40,20
PROVINSI JAWA BARAT,2020-04-30,-38,-16,-33,-55,-40,20
PROVINSI JAWA BARAT,2020-05-01,-42,-19,-39,-66,-63,28
PROVINSI JAWA BARAT,2020-05-02,-46,-23,-48,-62,-30,19
PROVINSI JAWA BARAT,2020-05-03,-51,-29,-54,-65,-15,18
PROVINSI JAWA BARAT,2020-05-04,-38,-21,-34,-58,-38,20
PROVINSI JAWA BARAT,2020-05-05,-36,-16,-33,-55,-39,20
PROVINSI JAWA BARAT,2020-05-06,-40,-20,-35,-55,-40,21
PROVINSI JAWA BARAT,2020-05-07,-59,-11,-31,-56,-60,26
PROVINSI JAWA BARAT,2020-05-08,-60,-15,-34,-57,-39,22
PROVINSI JAWA BARAT,2020-05-09,-64,-19,-47,-57,-27,19
PROVINSI JAWA BARAT,2020-05-10,-68,-26,-55,-60,-14,18
PROVINSI JAWA BARAT,2020-05-11,-58,-13,-32,-52,-37,20
PROVINSI JAWA BARAT,2020-05-12,-58,-12,-32,-50,-39,20
PROVINSI JAWA BARAT,2020-05-13,-55,-6,-26,-48,-38,19
PROVINSI JAWA BARAT,2020-05-14,-50,0,-20,-45,-37,18
PROVINSI JAWA BARAT,2020-05-15,-49,0,-20,-48,-36,19
PROVINSI JAWA BARAT,2020-05-16,-53,-2,-34,-47,-22,16
PROVINSI JAWA BARAT,2020-05-17,-56,-8,-42,-49,-8,16
PROVINSI JAWA BARAT,2020-05-18,-52,-10,-25,-47,-37,20
PROVINSI JAWA BARAT,2020-05-19,-43,14,-10,-37,-37,18
PROVINSI JAWA BARAT,2020-05-20,-40,9,-12,-36,-38,18
PROVINSI JAWA BARAT,2020-05-21,-30,34,5,-30,-60,21
PROVINSI JAWA BARAT,2020-05-22,-37,21,-2,-38,-52,22
PROVINSI JAWA BARAT,2020-05-23,-49,11,-19,-40,-41,17
PROVINSI JAWA BARAT,2020-05-24,-60,-23,-33,-53,-25,7
PROVINSI JAWA BARAT,2020-05-25,-48,-8,-1,-50,-72,21
PROVINSI JAWA BARAT,2020-05-26,-43,1,-3,-43,-51,18
PROVINSI JAWA BARAT,2020-05-27,-44,-3,-8,-44,-45,19
PROVINSI JAWA BARAT,2020-05-28,-39,9,-3,-41,-41,18
PROVINSI JAWA BARAT,2020-05-29,-48,-8,-20,-51,-39,21
PROVINSI JAWA BARAT,2020-05-30,-47,-2,-23,-46,-23,14
PROVINSI JAWA BARAT,2020-05-31,-48,-5,-24,-45,-5,12
PROVINSI JAWA BARAT,2020-06-01,-37,5,5,-44,-59,22
PROVINSI JAWA BARAT,2020-06-02,-40,3,-9,-39,-30,15
PROVINSI JAWA BARAT,2020-06-03,-38,5,-6,-38,-30,16
PROVINSI JAWA BARAT,2020-06-04,-38,7,-6,-37,-30,16
