PROVINSI,date,tempat_rekreasi,pusat_perbelanjaan_dan_apotek,taman,stasiun_transit,perkantoran,perumahan
PROVINSI SUMATERA UTARA,2020-07-16,-16,-6,-11,-32,-21,10
PROVINSI SUMATERA UTARA,2020-07-17,-20,-10,-20,-36,-20,11
PROVINSI SUMATERA UTARA,2020-07-18,-19,-9,-18,-34,-18,10
PROVINSI SUMATERA UTARA,2020-07-19,-20,-9,-9,-36,3,8
PROVINSI SUMATERA UTARA,2020-07-20,-16,-6,-12,-33,-20,10
PROVINSI SUMATERA UTARA,2020-07-21,-17,-8,-12,-33,-21,10
PROVINSI SUMATERA UTARA,2020-07-22,-20,-12,-17,-35,-21,12
PROVINSI SUMATERA UTARA,2020-07-23,-20,-10,-16,-37,-21,11
PROVINSI SUMATERA UTARA,2020-07-24,-21,-12,-19,-38,-20,11
PROVINSI SUMATERA UTARA,2020-07-25,-19,-10,-19,-34,-18,11
PROVINSI SUMATERA UTARA,2020-07-26,-25,-15,-22,-40,2,10
PROVINSI SUMATERA UTARA,2020-07-27,-20,-11,-16,-36,-22,11
PROVINSI SUMATERA UTARA,2020-07-28,-22,-13,-20,-34,-22,12
PROVINSI SUMATERA UTARA,2020-07-29,-17,-5,-12,-30,-22,11
PROVINSI SUMATERA UTARA,2020-07-30,-10,7,-1,-24,-24,9
PROVINSI SUMATERA UTARA,2020-07-31,-23,-10,20,-38,-61,13
PROVINSI SUMATERA UTARA,2020-08-01,-23,-8,-1,-38,-31,11
PROVINSI SUMATERA UTARA,2020-08-02,-17,-1,10,-30,-2,5
PROVINSI SUMATERA UTARA,2020-08-03,-16,-3,-5,-30,-23,10
PROVINSI SUMATERA UTARA,2020-08-04,-12,2,-1,-28,-22,9
PROVINSI SUMATERA UTARA,2020-08-05,-13,1,-4,-29,-22,10
PROVINSI SUMATERA UTARA,2020-08-06,-14,0,-3,-32,-22,10
PROVINSI SUMATERA UTARA,2020-08-07,-15,-2,-9,-33,-20,9
PROVINSI SUMATERA UTARA,2020-08-08,-15,-3,-10,-29,-18,8
PROVINSI SUMATERA UTARA,2020-08-09,-16,-4,-4,-32,4,7
PROVINSI SUMATERA UTARA,2020-08-10,-13,-1,-3,-30,-21,9
PROVINSI SUMATERA UTARA,2020-08-11,-18,-9,-12,-34,-22,8
PROVINSI SUMATERA UTARA,2020-08-12,-17,-7,-12,-33,-23,10
PROVINSI SUMATERA UTARA,2020-08-13,-17,-6,-9,-33,-21,10
PROVINSI SUMATERA UTARA,2020-08-14,-13,1,-10,-28,-19,8
PROVINSI SUMATERA UTARA,2020-08-15,-13,0,-11,-24,-17,8
PROVINSI SUMATERA UTARA,2020-08-16,-15,-1,5,-28,3,6
PROVINSI SUMATERA UTARA,2020-08-17,-9,-2,99,-26,-59,11
PROVINSI SUMATERA UTARA,2020-08-18,-19,-6,-7,-30,-21,8
PROVINSI SUMATERA UTARA,2020-08-19,-12,3,-4,-25,-21,8
PROVINSI SUMATERA UTARA,2020-08-20,-13,-1,29,-26,-53,13
PROVINSI SUMATERA UTARA,2020-08-21,-20,-7,-5,-34,-35,12
PROVINSI SUMATERA UTARA,2020-08-22,-23,-13,-12,-35,-21,11
PROVINSI SUMATERA UTARA,2020-08-23,-21,-9,-5,-30,5,7
PROVINSI SUMATERA UTARA,2020-08-24,-14,-2,-1,-28,-19,9
PROVINSI SUMATERA UTARA,2020-08-25,-16,-2,-5,-29,-20,9
PROVINSI SUMATERA UTARA,2020-08-26,-15,-2,-4,-29,-19,9
PROVINSI SUMATERA UTARA,2020-08-27,-15,0,-3,-32,-20,9
PROVINSI SUMATERA UTARA,2020-08-28,-17,-2,-13,-32,-18,9
PROVINSI SUMATERA UTARA,2020-08-29,-16,-3,-12,-30,-16,9
PROVINSI SUMATERA UTARA,2020-08-30,-16,-3,-5,-31,5,7
PROVINSI SUMATERA UTARA,2020-08-31,-18,-6,-13,-34,-20,10
PROVINSI SUMATERA UTARA,2020-09-01,-12,7,-7,-26,-20,9
PROVINSI SUMATERA UTARA,2020-09-02,-14,2,-6,-29,-20,9
PROVINSI SUMATERA UTARA,2020-09-03,-11,4,-3,-30,-20,9
PROVINSI SUMATERA UTARA,2020-09-04,-18,-5,-17,-33,-23,12
PROVINSI SUMATERA UTARA,2020-09-05,-22,-9,-21,-33,-19,11
PROVINSI SUMATERA UTARA,2020-09-06,-16,-2,-11,-31,1,8
PROVINSI SUMATERA UTARA,2020-09-07,-12,2,-5,-29,-21,9
PROVINSI SUMATERA UTARA,2020-09-08,-12,3,-5,-27,-21,9
PROVINSI SUMATERA UTARA,2020-09-09,-17,-4,-12,-32,-25,11
PROVINSI SUMATERA UTARA,2020-09-10,-15,-1,-8,-31,-22,9
PROVINSI SUMATERA UTARA,2020-09-11,-17,-5,-15,-30,-21,8
PROVINSI SUMATERA UTARA,2020-09-12,-18,-6,-16,-31,-21,9
PROVINSI SUMATERA UTARA,2020-09-13,-17,-5,-8,-29,0,7
PROVINSI SUMATERA UTARA,2020-09-14,-21,-11,-13,-35,-20,10
PROVINSI SUMATERA UTARA,2020-09-15,-18,-5,-12,-32,-21,10
PROVINSI SUMATERA UTARA,2020-09-16,-12,2,-4,-28,-20,10
PROVINSI SUMATERA UTARA,2020-09-17,-16,-3,-5,-33,-21,11
PROVINSI SUMATERA UTARA,2020-09-18,-20,-6,-16,-32,-20,11
PROVINSI SUMATERA UTARA,2020-09-19,-18,-4,-12,-31,-18,11
PROVINSI SUMATERA UTARA,2020-09-20,-18,-5,-8,-34,2,9
PROVINSI SUMATERA UTARA,2020-09-21,-16,-2,-5,-32,-21,11
PROVINSI SUMATERA UTARA,2020-09-22,-19,-4,-7,-30,-22,11
PROVINSI SUMATERA UTARA,2020-09-23,-25,-10,-13,-33,-24,12
PROVINSI SUMATERA UTARA,2020-09-24,-27,-13,-13,-34,-24,13
PROVINSI SUMATERA UTARA,2020-09-25,-25,-8,-18,-32,-22,12
PROVINSI SUMATERA UTARA,2020-09-26,-25,-9,-19,-32,-21,12
PROVINSI SUMATERA UTARA,2020-09-27,-24,-8,-9,-32,-3,10
PROVINSI SUMATERA UTARA,2020-09-28,-23,-5,-9,-31,-22,12
PROVINSI SUMATERA UTARA,2020-09-29,-25,-8,-14,-31,-24,12
PROVINSI SUMATERA UTARA,2020-09-30,-20,1,-9,-27,-24,8
PROVINSI SUMATERA UTARA,2020-10-01,-21,2,-9,-29,-26,6
PROVINSI SUMATERA UTARA,2020-10-02,-23,-3,-21,-31,-26,6
PROVINSI SUMATERA UTARA,2020-10-03,-21,-1,-17,-28,-25,6
PROVINSI SUMATERA UTARA,2020-10-04,-19,0,-10,-29,-11,4
PROVINSI SUMATERA UTARA,2020-10-05,-17,2,-7,-29,-26,4
PROVINSI SUMATERA UTARA,2020-10-06,-19,0,-9,-28,-27,5
PROVINSI SUMATERA UTARA,2020-10-07,-17,1,-6,-28,-25,6
PROVINSI SUMATERA UTARA,2020-10-08,-18,-1,-1,-29,-24,9
PROVINSI SUMATERA UTARA,2020-10-09,-22,-6,-14,-32,-22,10
PROVINSI SUMATERA UTARA,2020-10-10,-17,0,-10,-27,-22,9
PROVINSI SUMATERA UTARA,2020-10-11,-19,-3,-5,-30,-5,8
PROVINSI SUMATERA UTARA,2020-10-12,-22,-7,-12,-33,-24,11
PROVINSI SUMATERA UTARA,2020-10-13,-25,-10,-16,-35,-25,11
PROVINSI SUMATERA UTARA,2020-10-14,-21,-4,-15,-33,-23,11
PROVINSI SUMATERA UTARA,2020-10-15,-14,6,-6,-29,-22,10
PROVINSI SUMATERA UTARA,2020-10-16,-18,2,-13,-31,-21,11
PROVINSI SUMATERA UTARA,2020-10-17,-17,3,-10,-28,-21,10
PROVINSI SUMATERA UTARA,2020-10-18,-18,0,-4,-30,-4,9
PROVINSI SUMATERA UTARA,2020-10-19,-21,-2,-10,-32,-22,11
PROVINSI SUMATERA UTARA,2020-10-20,-17,3,-6,-27,-23,10
PROVINSI SUMATERA UTARA,2020-10-21,-19,-1,-12,-29,-23,9
PROVINSI SUMATERA UTARA,2020-10-22,-18,-1,-11,-29,-24,7
PROVINSI SUMATERA UTARA,2020-10-23,-24,-6,-20,-31,-23,7
PROVINSI SUMATERA UTARA,2020-10-24,-26,-9,-25,-29,-23,8
PROVINSI SUMATERA UTARA,2020-10-25,-21,-3,-14,-28,-8,5
PROVINSI SUMATERA UTARA,2020-10-26,-16,4,-6,-26,-24,5
PROVINSI SUMATERA UTARA,2020-10-27,-16,3,-7,-21,-25,5
PROVINSI SUMATERA UTARA,2020-10-28,-13,6,8,-16,-39,7
PROVINSI SUMATERA UTARA,2020-10-29,-14,2,41,-19,-60,9
PROVINSI SUMATERA UTARA,2020-10-30,-22,-6,1,-28,-42,9
PROVINSI SUMATERA UTARA,2020-10-31,-20,-5,-5,-26,-28,6
PROVINSI SUMATERA UTARA,2020-11-01,-18,-3,-4,-22,-10,4
PROVINSI SUMATERA UTARA,2020-11-02,-16,2,-10,-24,-24,5
PROVINSI SUMATERA UTARA,2020-11-03,-23,-7,-23,-30,-26,7
PROVINSI SUMATERA UTARA,2020-11-04,-16,3,-12,-27,-24,5
PROVINSI SUMATERA UTARA,2020-11-05,-18,0,-14,-31,-25,6
PROVINSI SUMATERA UTARA,2020-11-06,-20,-2,-19,-30,-24,6
PROVINSI SUMATERA UTARA,2020-11-07,-23,-9,-24,-31,-25,8
PROVINSI SUMATERA UTARA,2020-11-08,-20,-6,-17,-27,-12,5
PROVINSI SUMATERA UTARA,2020-11-09,-17,2,-9,-26,-25,5
PROVINSI SUMATERA UTARA,2020-11-10,-17,1,-10,-26,-25,6
PROVINSI SUMATERA UTARA,2020-11-11,-16,1,-9,-26,-25,6
PROVINSI SUMATERA UTARA,2020-11-12,-18,-2,-11,-31,-26,7
PROVINSI SUMATERA UTARA,2020-11-13,-19,-3,-17,-28,-23,6
PROVINSI SUMATERA UTARA,2020-11-14,-16,0,-10,-25,-23,5
PROVINSI SUMATERA UTARA,2020-11-15,-18,-5,-7,-28,-10,5
PROVINSI SUMATERA UTARA,2020-11-16,-18,-1,-9,-30,-24,5
PROVINSI SUMATERA UTARA,2020-11-17,-18,-1,-10,-27,-25,5
PROVINSI SUMATERA UTARA,2020-11-18,-18,-2,-11,-27,-24,6
PROVINSI SUMATERA UTARA,2020-11-19,-18,-2,-14,-30,-24,6
PROVINSI SUMATERA UTARA,2020-11-20,-19,-3,-19,-28,-23,6
PROVINSI SUMATERA UTARA,2020-11-21,-17,-2,-15,-27,-23,6
PROVINSI SUMATERA UTARA,2020-11-22,-20,-7,-19,-31,-11,6
PROVINSI SUMATERA UTARA,2020-11-23,-23,-7,-21,-32,-26,7
PROVINSI SUMATERA UTARA,2020-11-24,-22,-6,-21,-31,-27,8
PROVINSI SUMATERA UTARA,2020-11-25,-15,2,-11,-27,-23,5
PROVINSI SUMATERA UTARA,2020-11-26,-19,-4,-15,-29,-24,7
PROVINSI SUMATERA UTARA,2020-11-27,-25,-11,-27,-31,-23,7
PROVINSI SUMATERA UTARA,2020-11-28,-22,-6,-23,-27,-22,7
PROVINSI SUMATERA UTARA,2020-11-29,-15,1,-12,-25,-7,4
PROVINSI SUMATERA UTARA,2020-11-30,-16,3,-11,-26,-23,5
PROVINSI SUMATERA UTARA,2020-12-01,-13,9,-8,-23,-23,5
PROVINSI SUMATERA UTARA,2020-12-02,-17,3,-16,-26,-23,6
PROVINSI SUMATERA UTARA,2020-12-03,-16,3,-15,-28,-23,6
PROVINSI SUMATERA UTARA,2020-12-04,-27,-9,-26,-29,-25,8
PROVINSI SUMATERA UTARA,2020-12-05,-22,-5,-31,-27,-22,7
PROVINSI SUMATERA UTARA,2020-12-06,-15,3,-27,-28,-7,5
PROVINSI SUMATERA UTARA,2020-12-07,-15,5,-11,-27,-23,4
PROVINSI SUMATERA UTARA,2020-12-08,-13,7,-9,-22,-23,4
PROVINSI SUMATERA UTARA,2020-12-09,-11,4,4,-25,-59,11
PROVINSI SUMATERA UTARA,2020-12-10,-14,6,-9,-21,-21,8
PROVINSI SUMATERA UTARA,2020-12-11,-15,5,-12,-20,-19,9
PROVINSI SUMATERA UTARA,2020-12-12,-15,5,-14,-17,-19,9
PROVINSI SUMATERA UTARA,2020-12-13,-15,2,-13,-20,-3,8
PROVINSI SUMATERA UTARA,2020-12-14,-13,7,-4,-17,-20,8
PROVINSI SUMATERA UTARA,2020-12-15,-15,4,-9,-17,-22,9
PROVINSI SUMATERA UTARA,2020-12-16,-14,5,-6,-15,-21,9
PROVINSI SUMATERA UTARA,2020-12-17,-14,6,-6,-14,-21,9
PROVINSI SUMATERA UTARA,2020-12-18,-14,6,-10,-14,-19,9
PROVINSI SUMATERA UTARA,2020-12-19,-12,9,-8,-8,-18,7
PROVINSI SUMATERA UTARA,2020-12-20,-13,5,-8,-10,-3,7
PROVINSI SUMATERA UTARA,2020-12-21,-11,9,5,-10,-24,9
PROVINSI SUMATERA UTARA,2020-12-22,-9,10,3,-2,-26,8
PROVINSI SUMATERA UTARA,2020-12-23,-6,16,12,5,-26,7
PROVINSI SUMATERA UTARA,2020-12-24,-4,20,20,7,-42,10
PROVINSI SUMATERA UTARA,2020-12-25,-15,2,23,-14,-60,14
PROVINSI SUMATERA UTARA,2020-12-26,-20,-1,1,-14,-35,12
PROVINSI SUMATERA UTARA,2020-12-27,-14,3,4,-8,-4,7
PROVINSI SUMATERA UTARA,2020-12-28,-8,13,26,-4,-29,9
PROVINSI SUMATERA UTARA,2020-12-29,-9,13,27,-3,-31,10
PROVINSI SUMATERA UTARA,2020-12-30,-2,24,36,8,-30,7
PROVINSI SUMATERA UTARA,2020-12-31,6,39,70,11,-46,7
PROVINSI SUMATERA UTARA,2021-01-01,-14,2,85,-13,-70,10
PROVINSI SUMATERA UTARA,2021-01-02,-15,6,51,-3,-46,9
PROVINSI SUMATERA UTARA,2021-01-03,-15,3,20,6,-12,6
PROVINSI SUMATERA UTARA,2021-01-04,-9,14,25,3,-26,7
PROVINSI SUMATERA UTARA,2021-01-05,-11,12,14,-1,-25,8
PROVINSI SUMATERA UTARA,2021-01-06,-11,9,14,-10,-24,10
PROVINSI SUMATERA UTARA,2021-01-07,-10,11,15,-14,-22,9
PROVINSI SUMATERA UTARA,2021-01-08,-14,5,1,-17,-22,9
PROVINSI SUMATERA UTARA,2021-01-09,-15,2,-5,-15,-24,9
PROVINSI SUMATERA UTARA,2021-01-10,-16,0,-2,-14,-7,7
PROVINSI SUMATERA UTARA,2021-01-11,-15,2,1,-19,-23,8
PROVINSI SUMATERA UTARA,2021-01-12,-15,2,-2,-20,-25,8
PROVINSI SUMATERA UTARA,2021-01-13,-24,-10,-12,-28,-26,8
PROVINSI SUMATERA UTARA,2021-01-14,-20,-5,-10,-30,-30,6
PROVINSI SUMATERA UTARA,2021-01-15,-28,-16,-24,-35,-32,6
PROVINSI SUMATERA UTARA,2021-01-16,-31,-20,-29,-37,-35,8
PROVINSI SUMATERA UTARA,2021-01-17,-24,-12,-14,-33,-19,5
PROVINSI SUMATERA UTARA,2021-01-18,-29,-18,-22,-36,-35,9
PROVINSI SUMATERA UTARA,2021-01-19,-24,-9,-15,-32,-33,7
PROVINSI SUMATERA UTARA,2021-01-20,-23,-9,-14,-33,-31,7
PROVINSI SUMATERA UTARA,2021-01-21,-22,-9,-10,-35,-31,8
PROVINSI SUMATERA UTARA,2021-01-22,-29,-17,-26,-37,-30,10
PROVINSI SUMATERA UTARA,2021-01-23,-22,-9,-17,-33,-29,8
PROVINSI SUMATERA UTARA,2021-01-24,-24,-11,-15,-33,-14,7
PROVINSI SUMATERA UTARA,2021-01-25,-22,-7,-11,-33,-29,8
PROVINSI SUMATERA UTARA,2021-01-26,-22,-8,-12,-30,-30,8
PROVINSI SUMATERA UTARA,2021-01-27,-23,-10,-16,-31,-29,9
PROVINSI SUMATERA UTARA,2021-01-28,-22,-8,-15,-33,-29,9
PROVINSI SUMATERA UTARA,2021-01-29,-25,-9,-24,-31,-27,8
PROVINSI SUMATERA UTARA,2021-01-30,-21,-3,-19,-28,-27,6
PROVINSI SUMATERA UTARA,2021-01-31,-20,-3,-15,-28,-11,4
PROVINSI SUMATERA UTARA,2021-02-01,-20,0,-15,-30,-28,4
PROVINSI SUMATERA UTARA,2021-02-02,-19,1,-14,-27,-28,4
PROVINSI SUMATERA UTARA,2021-02-03,-19,-1,-15,-29,-28,5
PROVINSI SUMATERA UTARA,2021-02-04,-19,-2,-15,-30,-30,5
PROVINSI SUMATERA UTARA,2021-02-05,-20,-2,-19,-29,-29,4
PROVINSI SUMATERA UTARA,2021-02-06,-19,-2,-15,-26,-30,4
PROVINSI SUMATERA UTARA,2021-02-07,-20,-5,-13,-28,-16,3
PROVINSI SUMATERA UTARA,2021-02-08,-20,-3,-13,-29,-30,5
PROVINSI SUMATERA UTARA,2021-02-09,-17,3,-11,-25,-30,4
PROVINSI SUMATERA UTARA,2021-02-10,-17,2,-15,-23,-30,4
PROVINSI SUMATERA UTARA,2021-02-11,-13,7,-1,-18,-33,4
PROVINSI SUMATERA UTARA,2021-02-12,-19,-6,21,-21,-65,9
PROVINSI SUMATERA UTARA,2021-02-13,-21,-5,4,-28,-43,5
PROVINSI SUMATERA UTARA,2021-02-14,-19,-1,1,-21,-18,1
PROVINSI SUMATERA UTARA,2021-02-15,-18,1,-4,-23,-30,3
PROVINSI SUMATERA UTARA,2021-02-16,-18,0,-8,-23,-30,4
PROVINSI SUMATERA UTARA,2021-02-17,-18,1,-7,-26,-28,4
PROVINSI SUMATERA UTARA,2021-02-18,-18,0,-10,-27,-28,5
PROVINSI SUMATERA UTARA,2021-02-19,-20,-1,-17,-28,-26,4
PROVINSI SUMATERA UTARA,2021-02-20,-20,-2,-15,-26,-28,5
PROVINSI SUMATERA UTARA,2021-02-21,-20,-3,-10,-26,-13,3
PROVINSI SUMATERA UTARA,2021-02-22,-20,-2,-9,-29,-27,4
PROVINSI SUMATERA UTARA,2021-02-23,-21,-2,-12,-25,-27,4
PROVINSI SUMATERA UTARA,2021-02-24,-20,-2,-13,-28,-27,5
PROVINSI SUMATERA UTARA,2021-02-25,-18,2,-9,-28,-26,4
PROVINSI SUMATERA UTARA,2021-02-26,-18,0,-14,-28,-25,4
PROVINSI SUMATERA UTARA,2021-02-27,-16,3,-10,-25,-25,4
PROVINSI SUMATERA UTARA,2021-02-28,-17,2,-4,-26,-11,3
PROVINSI SUMATERA UTARA,2021-03-01,-17,5,-9,-26,-26,3
PROVINSI SUMATERA UTARA,2021-03-02,-16,7,-8,-25,-26,3
PROVINSI SUMATERA UTARA,2021-03-03,-18,2,-12,-27,-28,6
PROVINSI SUMATERA UTARA,2021-03-04,-15,7,-7,-27,-26,4
PROVINSI SUMATERA UTARA,2021-03-05,-18,1,-18,-27,-24,4
PROVINSI SUMATERA UTARA,2021-03-06,-16,3,-11,-23,-27,4
PROVINSI SUMATERA UTARA,2021-03-07,-19,-1,-14,-28,-14,4
PROVINSI SUMATERA UTARA,2021-03-08,-16,4,-7,-28,-26,3
PROVINSI SUMATERA UTARA,2021-03-09,-17,3,-10,-25,-27,4
PROVINSI SUMATERA UTARA,2021-03-10,-14,6,-4,-17,-25,3
PROVINSI SUMATERA UTARA,2021-03-11,-13,4,24,-16,-61,10
PROVINSI SUMATERA UTARA,2021-03-12,-21,-2,-15,-28,-27,5
PROVINSI SUMATERA UTARA,2021-03-13,-17,1,-9,-23,-27,4
PROVINSI SUMATERA UTARA,2021-03-14,-18,0,-7,-21,-13,3
PROVINSI SUMATERA UTARA,2021-03-15,-17,3,-7,-23,-25,4
PROVINSI SUMATERA UTARA,2021-03-16,-20,-1,-15,-24,-26,4
PROVINSI SUMATERA UTARA,2021-03-17,-18,2,-12,-25,-24,4
PROVINSI SUMATERA UTARA,2021-03-18,-16,2,-9,-26,-24,4
PROVINSI SUMATERA UTARA,2021-03-19,-19,0,-17,-27,-23,4
PROVINSI SUMATERA UTARA,2021-03-20,-16,3,-11,-24,-24,4
PROVINSI SUMATERA UTARA,2021-03-21,-18,1,-8,-27,-11,3
PROVINSI SUMATERA UTARA,2021-03-22,-18,2,-12,-26,-24,4
PROVINSI SUMATERA UTARA,2021-03-23,-20,-2,-18,-26,-25,4
PROVINSI SUMATERA UTARA,2021-03-24,-19,-1,-17,-26,-24,5
PROVINSI SUMATERA UTARA,2021-03-25,-16,5,-13,-25,-24,4
PROVINSI SUMATERA UTARA,2021-03-26,-16,4,-17,-25,-22,4
PROVINSI SUMATERA UTARA,2021-03-27,-15,4,-16,-21,-23,4
PROVINSI SUMATERA UTARA,2021-03-28,-18,-1,-15,-25,-11,3
PROVINSI SUMATERA UTARA,2021-03-29,-19,1,-16,-26,-24,4
PROVINSI SUMATERA UTARA,2021-03-30,-20,1,-17,-24,-25,4
PROVINSI SUMATERA UTARA,2021-03-31,-14,9,-12,-21,-24,3
PROVINSI SUMATERA UTARA,2021-04-01,-8,18,-3,-12,-23,2
PROVINSI SUMATERA UTARA,2021-04-02,-14,7,4,-18,-60,8
PROVINSI SUMATERA UTARA,2021-04-03,-15,8,-7,-23,-29,4
PROVINSI SUMATERA UTARA,2021-04-04,-13,8,1,-16,-11,0
PROVINSI SUMATERA UTARA,2021-04-05,-14,9,-6,-20,-25,3
PROVINSI SUMATERA UTARA,2021-04-06,-14,10,-10,-19,-25,3
PROVINSI SUMATERA UTARA,2021-04-07,-18,3,-15,-20,-26,4
PROVINSI SUMATERA UTARA,2021-04-08,-9,15,-2,-17,-24,3
PROVINSI SUMATERA UTARA,2021-04-09,-10,11,-10,-17,-22,2
PROVINSI SUMATERA UTARA,2021-04-10,-9,12,-6,-14,-23,3
PROVINSI SUMATERA UTARA,2021-04-11,-9,13,-5,-16,-10,1
PROVINSI SUMATERA UTARA,2021-04-12,-10,19,-2,-19,-30,4
PROVINSI SUMATERA UTARA,2021-04-13,-26,3,-22,-29,-36,8
PROVINSI SUMATERA UTARA,2021-04-14,-23,3,-20,-28,-31,8
PROVINSI SUMATERA UTARA,2021-04-15,-19,5,-18,-29,-27,7
PROVINSI SUMATERA UTARA,2021-04-16,-22,1,-26,-30,-25,8
PROVINSI SUMATERA UTARA,2021-04-17,-21,1,-28,-30,-26,9
PROVINSI SUMATERA UTARA,2021-04-18,-22,-1,-31,-31,-8,8
PROVINSI SUMATERA UTARA,2021-04-19,-21,1,-23,-31,-24,7
PROVINSI SUMATERA UTARA,2021-04-20,-18,8,-17,-25,-25,6
PROVINSI SUMATERA UTARA,2021-04-21,-19,4,-21,-27,-25,7
PROVINSI SUMATERA UTARA,2021-04-22,-21,0,-24,-32,-25,8
PROVINSI SUMATERA UTARA,2021-04-23,-22,-2,-27,-31,-23,8
PROVINSI SUMATERA UTARA,2021-04-24,-22,-3,-35,-32,-24,9
PROVINSI SUMATERA UTARA,2021-04-25,-18,2,-31,-29,-8,8
PROVINSI SUMATERA UTARA,2021-04-26,-15,8,-17,-27,-24,6
PROVINSI SUMATERA UTARA,2021-04-27,-17,5,-19,-25,-25,7
PROVINSI SUMATERA UTARA,2021-04-28,-14,10,-16,-23,-25,6
PROVINSI SUMATERA UTARA,2021-04-29,-13,11,-18,-24,-24,7
PROVINSI SUMATERA UTARA,2021-04-30,-11,15,-20,-18,-22,5
PROVINSI SUMATERA UTARA,2021-05-01,-10,13,-15,-16,-47,10
PROVINSI SUMATERA UTARA,2021-05-02,-9,13,-24,-19,-7,6
PROVINSI SUMATERA UTARA,2021-05-03,-5,23,-5,-14,-25,4
PROVINSI SUMATERA UTARA,2021-05-04,-5,23,-10,-6,-26,5
PROVINSI SUMATERA UTARA,2021-05-05,-3,26,-5,0,-26,4
PROVINSI SUMATERA UTARA,2021-05-06,-6,21,-11,-35,-26,6
PROVINSI SUMATERA UTARA,2021-05-07,-7,20,-16,-37,-24,6
PROVINSI SUMATERA UTARA,2021-05-08,-8,18,-22,-38,-25,8
PROVINSI SUMATERA UTARA,2021-05-09,-8,16,-30,-41,-5,8
PROVINSI SUMATERA UTARA,2021-05-10,-1,29,-6,-34,-29,6
PROVINSI SUMATERA UTARA,2021-05-11,3,38,-3,-26,-32,5
PROVINSI SUMATERA UTARA,2021-05-12,0,43,-2,-30,-57,10
PROVINSI SUMATERA UTARA,2021-05-13,-16,5,15,-45,-72,3
PROVINSI SUMATERA UTARA,2021-05-14,-12,9,16,-42,-73,9
PROVINSI SUMATERA UTARA,2021-05-15,-9,14,18,-35,-57,6
PROVINSI SUMATERA UTARA,2021-05-16,-5,17,9,-34,-19,2
PROVINSI SUMATERA UTARA,2021-05-17,-5,20,14,-31,-35,5
PROVINSI SUMATERA UTARA,2021-05-18,-3,24,16,-5,-33,4
PROVINSI SUMATERA UTARA,2021-05-19,-5,22,12,-12,-30,5
PROVINSI SUMATERA UTARA,2021-05-20,-3,24,16,-19,-27,6
PROVINSI SUMATERA UTARA,2021-05-21,-8,16,1,-19,-24,7
PROVINSI SUMATERA UTARA,2021-05-22,-8,17,2,-14,-24,7
PROVINSI SUMATERA UTARA,2021-05-23,-8,15,6,-15,-6,5
PROVINSI SUMATERA UTARA,2021-05-24,-7,19,11,-19,-24,6
PROVINSI SUMATERA UTARA,2021-05-25,-5,23,11,-11,-24,6
PROVINSI SUMATERA UTARA,2021-05-26,-4,20,37,-7,-59,12
PROVINSI SUMATERA UTARA,2021-05-27,-7,16,2,-21,-23,8
PROVINSI SUMATERA UTARA,2021-05-28,-8,16,-4,-21,-20,7
PROVINSI SUMATERA UTARA,2021-05-29,-7,18,-2,-15,-19,7
PROVINSI SUMATERA UTARA,2021-05-30,-9,13,-3,-20,-4,6
PROVINSI SUMATERA UTARA,2021-05-31,-7,16,5,-21,-23,7
PROVINSI SUMATERA UTARA,2021-06-01,2,29,36,-6,-59,11
PROVINSI SUMATERA UTARA,2021-06-02,-2,27,7,-13,-21,6
PROVINSI SUMATERA UTARA,2021-06-03,-3,23,7,-19,-21,7
PROVINSI SUMATERA UTARA,2021-06-04,-9,15,-10,-21,-19,7
PROVINSI SUMATERA UTARA,2021-06-05,-2,25,2,-14,-19,6
PROVINSI SUMATERA UTARA,2021-06-06,-4,19,2,-16,-4,5
PROVINSI SUMATERA UTARA,2021-06-07,-2,24,9,-17,-20,5
PROVINSI SUMATERA UTARA,2021-06-08,-3,24,8,-16,-21,5
PROVINSI SUMATERA UTARA,2021-06-09,-3,24,9,-16,-21,6
PROVINSI SUMATERA UTARA,2021-06-10,-1,24,9,-19,-20,6
PROVINSI SUMATERA UTARA,2021-06-11,-4,20,1,-20,-18,6
PROVINSI SUMATERA UTARA,2021-06-12,-5,19,0,-16,-18,6
PROVINSI SUMATERA UTARA,2021-06-13,-8,14,1,-19,-4,5
PROVINSI SUMATERA UTARA,2021-06-14,-5,20,10,-20,-21,5
PROVINSI SUMATERA UTARA,2021-06-15,-6,18,5,-18,-21,6
PROVINSI SUMATERA UTARA,2021-06-16,-3,23,11,-18,-21,5
PROVINSI SUMATERA UTARA,2021-06-17,-3,21,8,-21,-20,5
PROVINSI SUMATERA UTARA,2021-06-18,-6,17,1,-20,-18,5
PROVINSI SUMATERA UTARA,2021-06-19,-7,17,-2,-17,-19,5
PROVINSI SUMATERA UTARA,2021-06-20,-13,8,-8,-21,-6,6
PROVINSI SUMATERA UTARA,2021-06-21,-7,18,9,-20,-24,5
PROVINSI SUMATERA UTARA,2021-06-22,-8,16,5,-18,-24,6
PROVINSI SUMATERA UTARA,2021-06-23,-5,20,11,-16,-23,6
PROVINSI SUMATERA UTARA,2021-06-24,-4,18,11,-22,-23,6
PROVINSI SUMATERA UTARA,2021-06-25,-8,16,1,-21,-21,6
PROVINSI SUMATERA UTARA,2021-06-26,-7,16,4,-17,-21,7
PROVINSI SUMATERA UTARA,2021-06-27,-10,12,2,-21,-4,6
